3.04049E-09	1.53E+03
2.84841E-09	1.78E+03
2.8484E-09	1.69E+03
2.4854E-09	1.88E+03
2.4854E-09	1.94E+03
7.97648E-11	1.43E+03
7.97649E-11	1.48E+03
1.51685E-10	1.71E+03
1.51685E-10	1.92E+03
1.45649E-10	1.46E+03
1.45649E-10	1.50E+03
2.91742E-10	1.33E+03
2.91742E-10	1.31E+03
3.92962E-09	1.45E+03
3.92962E-09	1.46E+03
3.11466E-09	1.63E+03
3.11466E-09	1.59E+03
4.59602E-10	1.83E+03
2.83457E-09	1.88E+03
3.0567E-09	1.70E+03
3.16395E-09	1.53E+03
3.0567E-09	1.77E+03
2.83457E-09	1.84E+03
4.59601E-10	1.88E+03
1.55147E-09	2.06E+03
1.55147E-09	1.64E+03
1.99131E-09	2.17E+03
1.99131E-09	1.71E+03
2.1573E-09	2.00E+03
3.20365E-09	1.62E+03
3.58613E-09	1.56E+03
1.31968E-09	1.53E+03
1.26537E-09	1.59E+03
3.38342E-09	1.92E+03
3.29787E-09	2.03E+03
3.29787E-09	1.91E+03
3.29787E-09	1.88E+03
3.29787E-09	2.04E+03
3.29787E-09	1.97E+03
3.38342E-09	1.79E+03
1.26537E-09	1.67E+03
1.31968E-09	1.69E+03
3.58613E-09	1.57E+03
3.20365E-09	1.61E+03
2.1573E-09	1.79E+03
1.23408E-09	1.87E+03
1.23408E-09	1.41E+03
5.29012E-10	1.42E+03
5.29012E-10	1.38E+03
1.73093E-09	1.81E+03
3.50216E-09	2.12E+03
3.41437E-09	1.69E+03
3.29787E-09	1.51E+03
3.29787E-09	1.66E+03
3.29787E-09	1.88E+03
3.29787E-09	2.07E+03
3.29787E-09	2.18E+03
3.29787E-09	2.24E+03
3.29787E-09	2.30E+03
3.29787E-09	2.34E+03
3.29787E-09	2.36E+03
3.29787E-09	2.37E+03
3.29787E-09	2.37E+03
3.29787E-09	2.32E+03
3.29787E-09	2.22E+03
3.29787E-09	1.99E+03
3.29787E-09	1.86E+03
3.41437E-09	1.94E+03
3.50216E-09	1.72E+03
1.73093E-09	1.50E+03
6.60092E-10	1.23E+03
6.60091E-10	1.31E+03
1.39844E-09	2.22E+03
1.39844E-09	1.26E+03
1.96215E-09	2.34E+03
1.07983E-09	1.69E+03
1.14643E-09	1.61E+03
3.34937E-09	2.03E+03
3.29787E-09	2.03E+03
3.29787E-09	1.59E+03
3.29787E-09	1.39E+03
3.29787E-09	1.51E+03
3.29787E-09	1.70E+03
3.29787E-09	1.92E+03
3.29787E-09	2.10E+03
3.29787E-09	2.23E+03
3.29787E-09	2.39E+03
3.29787E-09	2.50E+03
3.29787E-09	2.53E+03
3.29787E-09	2.57E+03
3.29787E-09	2.59E+03
3.29787E-09	2.59E+03
3.29787E-09	2.58E+03
3.29787E-09	2.52E+03
3.29787E-09	2.35E+03
3.29787E-09	2.07E+03
3.29787E-09	1.84E+03
3.34937E-09	1.72E+03
1.14643E-09	1.43E+03
1.07983E-09	1.56E+03
1.96215E-09	1.60E+03
1.46709E-09	2.20E+03
1.46709E-09	1.43E+03
1.56204E-09	1.53E+03
1.56204E-09	1.66E+03
2.68113E-09	2.41E+03
3.29254E-09	2.73E+03
3.29787E-09	2.68E+03
3.29787E-09	2.56E+03
3.29787E-09	2.36E+03
3.29787E-09	2.12E+03
3.29787E-09	1.82E+03
3.29787E-09	1.56E+03
3.29787E-09	1.45E+03
3.29787E-09	1.47E+03
3.29787E-09	1.59E+03
3.29787E-09	1.80E+03
3.29787E-09	2.01E+03
3.29787E-09	2.23E+03
3.29787E-09	2.41E+03
3.29787E-09	2.56E+03
3.29787E-09	2.70E+03
3.29787E-09	2.77E+03
3.29787E-09	2.81E+03
3.29787E-09	2.83E+03
3.29787E-09	2.79E+03
3.29787E-09	2.63E+03
3.29787E-09	2.31E+03
3.29787E-09	1.90E+03
3.29787E-09	1.55E+03
3.29787E-09	1.60E+03
3.29787E-09	2.06E+03
3.29254E-09	2.53E+03
2.68113E-09	2.22E+03
5.63671E-10	1.18E+03
5.63672E-10	1.30E+03
2.10835E-09	1.78E+03
3.39325E-09	2.96E+03
3.29787E-09	2.91E+03
3.29787E-09	2.85E+03
3.29787E-09	2.72E+03
3.29787E-09	2.50E+03
3.29787E-09	2.27E+03
3.29787E-09	2.07E+03
3.29787E-09	1.84E+03
3.29787E-09	1.62E+03
3.29787E-09	1.42E+03
3.29787E-09	1.40E+03
3.29787E-09	1.65E+03
3.29787E-09	1.99E+03
3.29787E-09	2.33E+03
3.29787E-09	2.60E+03
3.29787E-09	2.82E+03
3.29787E-09	2.97E+03
3.29787E-09	3.00E+03
3.29787E-09	3.00E+03
3.29787E-09	2.90E+03
3.29787E-09	2.70E+03
3.29787E-09	2.39E+03
3.29787E-09	1.94E+03
3.29787E-09	1.63E+03
3.29787E-09	1.65E+03
3.29787E-09	1.97E+03
3.29787E-09	2.37E+03
3.29787E-09	2.69E+03
3.39325E-09	2.97E+03
2.10835E-09	1.92E+03
5.59499E-10	1.49E+03
5.59499E-10	1.32E+03
8.85424E-10	1.75E+03
1.07802E-09	1.60E+03
3.3546E-09	2.91E+03
3.29787E-09	3.13E+03
3.29787E-09	3.11E+03
3.29787E-09	3.07E+03
3.29787E-09	3.00E+03
3.29787E-09	2.85E+03
